Manufacturer,Model,ICAO Type Designator,ICAO Legacy WTC,RECAT-EU WTC
DOUGLAS,AD Skyraider,A1,M,CAT-F
FAIRCHILD (1),A-10 Thunderbolt 2,A10,M,CAT-E
AEROTEC (1),A-122 Uirapuru,A122,L,CAT-F
ANTONOV,An-124 Ruslan,A124,H,CAT-A
HESA,IRAN-140 Faraz,A140,M,CAT-E
ANTONOV,An-148,A148,M,CAT-E
ANTONOV,An-158,A158,M,TBC
AVIADESIGN,A-16 Sport Falcon,A16,L,CAT-F
ANTONOV,An-178,A178,M,CAT-E
AEROPRACT,A-19,A19,L,CAT-F
AIRBUS,A319NEO,A19N,M,CAT-D
DOUGLAS,A-20 Havoc,A20,M,CAT-F
SCHLEICHER,ASW-20J,A20J,L,CAT-F
AIRBUS,A320NEO,A20N,M,CAT-D
AEROPRACT,A-21 Solo,A21,L,CAT-F
AQUILA,A-210,A210,L,CAT-F
ALFA-M,A-211,A211,L,CAT-F
AIRBUS,A321NEO,A21N,M,CAT-D
SADLER,Piranha,A22,L,CAT-F
OSKBES-MAI,Kityonok,A223,L,CAT-F
ANTONOV,Mriya,A225,H,Special
AEROPRACT,A-23 Dragon,A23,L,CAT-F
AVANTAGE,A-27,A27,L,CAT-F
IBIS (1),Ae-270 Ibis,A270,L,CAT-F
AVANTAGE,A-29,A29,L,CAT-F
DOUGLAS,A-3 Skywarrior,A3,M,CAT-E
AIRBUS,A-300B4-600,A306,H,CAT-C
AIRBUS,A-300B2-1,A30B,H,CAT-C
AVANTAGE,Spectrum,A31,L,CAT-F
AIRBUS,A-310,A310,H,CAT-C
AIRBUS,A-318,A318,M,CAT-D
AIRBUS,A-319,A319,M,CAT-D
AIRBUS,A-320,A320,M,CAT-D
AIRBUS,A-321,A321,M,CAT-D
AEROPRACT,A-33,A33,L,CAT-F
AIRBUS,A-330-200,A332,H,CAT-B
AIRBUS,A-330-300,A333,H,CAT-B
AIRBUS,A330-700 Beluga XL,A337,H,CAT-B
AIRBUS,A-330-800,A338,H,CAT-B
AIRBUS,A-330-900,A339,H,CAT-B
SCHLEICHER,AS-33Me,A33E,L,CAT-F
SCHLEICHER,AS-33Es,A33P,L,CAT-F
AIRBUS,A-340-200,A342,H,CAT-B
AIRBUS,A-340-300,A343,H,CAT-B
AIRBUS,A-340-500,A345,H,CAT-B
AIRBUS,A-340-600,A346,H,CAT-B
SCHLEICHER,AS-34Me,A34E,L,CAT-F
AVANTAGE,Scanner,A35,L,CAT-F
AIRBUS,A-350-900 XWB,A359,H,CAT-B
AIRBUS,A-350-1000 XWB,A35K,H,CAT-B
CESSNA,A-37 Dragonfly,A37,L,CAT-F
AIRBUS,A-380-800,A388,J,CAT-A
SATIC,A-300ST Beluga,A3ST,H,CAT-C
SINGAPORE,A-4 Super Skyhawk,A4,M,CAT-F
AIRBUS,A-400M Grizzly,A400,H,CAT-C
ILYUSHIN,Be-976,A50,H,CAT-C
ADAM (2),CarbonAero,A500,L,CAT-F
AVRO,504,A504,L,CAT-F
GRUMMAN,A-6 Intruder,A6,M,CAT-E
THRUSH,Turbo Thrush 660,A660,L,CAT-F
ADAM (2),AdamJet,A700,L,CAT-F
ANTONOV,An-74-300,A743,M,CAT-E
BRITISH AEROSPACE,Bae-748,A748,M,CAT-E
OSKBES-MAI,MAI-890,A890,L,CAT-F
NORTH AMERICAN,A-9 Sparrow,A9,L,CAT-F
OSKBES-MAI,Acrobat,A900,L,CAT-F
OSKBES-MAI,MAI-960 Interfly,A910,L,CAT-F
GULFSTREAM,AA-1 T-Cat,AA1,L,CAT-F
AEROPRACT,A-37,AA37,L,CAT-F
TIGER,AG-5 Tiger,AA5,L,CAT-F
AERO (3),AT-3,AAT3,L,CAT-F
GOBOSH,G-700,AAT4,L,CAT-F
AERO BOERO,AB-115,AB11,L,CAT-F
AERO BOERO,AB-150,AB15,L,CAT-F
AERO BOERO,AB-180,AB18,L,CAT-F
AERO BOERO,AB-95,AB95,L,CAT-F
ROCKWELL,112 Alpine,AC11,L,CAT-F
LIGHT WING,AC-4,AC4,L,CAT-F
ROCKWELL,500 Shrike,AC50,L,CAT-F
AERO (1),Commander 520,AC52,L,CAT-F
AERO COMMANDER,Commander 560,AC56,L,CAT-F
NANJING,Aircar,AC5A,L,CAT-F
AVIASTROITEL,AC-5M,AC5M,L,CAT-F
AERO COMMANDER,Commander 680FP,AC68,L,CAT-F
ROCKWELL,Commander 685,AC6L,L,CAT-F
AERO COMMANDER,Alti Cruiser,AC72,L,CAT-F
NORTH AMERICAN,680W Turbo 2,AC80,L,CAT-F
ROCKWELL,Jetprop Commander,AC90,L,CAT-F
ROCKWELL,Jetprop Commander,AC95,L,CAT-F
LOCKWOOD,Air Cam,ACAM,L,CAT-F
AUSTER,Autocar,ACAR,L,CAT-F
POWELL,P-70 Acey Deucy,ACED,L,CAT-F
OPTION AIR,Acapella,ACPL,L,CAT-F
EAA,Acro-Sport 2,ACR2,L,CAT-F
AVIA (3),Accord,ACRD,L,CAT-F
EAA,Super Acro-Sport,ACRO,L,CAT-F
VICTA,Aircruiser,ACSR,L,CAT-F
NANJING UNIVERSITY,AD-200,AD20,L,CAT-F
AUSTER,Adventurer,ADVE,L,CAT-F
LET,Aero 45,AE45,L,CAT-F
AMERICAN EAGLE,A-1,AEA1,L,CAT-F
AERONCA,CF Scout,AERK,L,CAT-F
TED SMITH,Aerostar,AEST,L,CAT-F
HALLEY,Apollo Fox,AFOX,L,CAT-F
GATARD,AG-02 Poussin,AG02,L,CAT-F
CAIGA,AG-600 Kunlong,AG60,M,CAT-D
IKAR,Ai-10 Ikar,AI10,L,CAT-F
AUSTER,Aiglet Trainer,AIGT,L,CAT-F
BEAGLE-AUSTER,Airedale,AIRD,L,CAT-F
AERONIX,Airelle,AIRL,L,CAT-F
COMAC,ARJ-21-700 Xiangfeng,AJ27,M,CAT-E
DORNIER,Alpha Jet,AJET,M,CAT-F
AKAFLIEG KARLSRUHE,AK-1,AK1,L,CAT-F
STEPHENS,Akro,AKRO,L,CAT-F
AVIATION,Alaskan Bushmaster,ALBU,L,CAT-F
ALTAIR COELHO,AC-11,ALC1,L,CAT-F
FANTASY AIR,Allegro,ALGR,L,CAT-F
ARION,Lightning,ALIG,L,CAT-F
BREGUET,1050 Alizé,ALIZ,M,CAT-F
AUSTER,Alpine,ALPI,L,CAT-F
AIRLONY,Skylane,ALSL,L,CAT-F
DIRECT FLY,Alto,ALTO,L,CAT-F
ATLAS,AM-3 Bosbok,AM3,L,CAT-F
EMBRAER,AMX,AMX,M,CAT-F
ANTONOV,An-12,AN12,M,CAT-D
ANTONOV,An-2,AN2,L,CAT-F
ANTONOV,An-22 Antheus,AN22,H,CAT-B
ANTONOV,An-24,AN24,M,CAT-E
ANTONOV,An-26,AN26,M,CAT-E
PZL-MIELEC,An-28,AN28,L,CAT-F
ANTONOV,An-3,AN3,L,CAT-F
ANTONOV,An-30,AN30,M,CAT-E
ANTONOV,An-32,AN32,M,CAT-E
ANTONOV,An-38,AN38,M,CAT-F
ANTONOV,An-70,AN70,M,CAT-C
ANTONOV,An-72,AN72,M,CAT-E
ANTONOV,An-8,AN8,M,CAT-D
KING'S,44 Angel,ANGL,L,CAT-F
TAI,Anka,ANKA,L,CAT-F
AVRO,652 Anson,ANSN,L,CAT-F
AEROPRAKT,SA-20 Vista,AP20,L,CAT-F
AEROPRAKT,Vision,AP22,L,CAT-F
AEROPRAKT,Twin Vista,AP26,L,CAT-F
AEROPRAKT,Victor,AP28,L,CAT-F
AEROPRAKT,A-32 Vixxen,AP32,L,CAT-F
AEROPRAKT,A-36 Vulcan,AP36,L,CAT-F
MONIOT,APM-20 Lionceau,APM2,L,CAT-F
ISSOIRE,Lion (APM-30),APM3,L,CAT-F
ISSOIRE,Simba,APM4,L,CAT-F
SUPAPUP,Aeropup,APUP,L,CAT-F
HINDUSTAN,Pushpak,AR11,L,CAT-F
AERONCA,15 Sedan,AR15,L,CAT-F
AERONCA,50 Chief,AR50,L,CAT-F
AERONCA,Tandem (50),AR5T,L,CAT-F
AERONCA,65 Super Chief,AR65,L,CAT-F
AERONCA,L-3 Grasshopper,AR6T,L,CAT-F
ARADO,Ar-79,AR79,L,CAT-F
SCHEMPP-HIRTH,Arcus E,ARCE,L,CAT-F
SCHEMPP-HIRTH,Arcus T,ARCP,L,CAT-F
SCALED,151 Ares,ARES,L,CAT-F
ACEAIR,A-200 Aeris 200,ARKS,L,CAT-F
GENERAL AVIA,Airone,ARON,L,CAT-F
SKYCRAFT,Super 2,ARV1,L,CAT-F
IAI,102 Arava,ARVA,L,CAT-F
ARROW (1),Sport,ARWF,L,CAT-F
FFA,AS-202-18 Bravo,AS02,L,CAT-F
SCHLEICHER,ASK-14,AS14,L,CAT-F
SCHLEICHER,ASK-16,AS16,L,CAT-F
SCHLEICHER,ASW-20TOP,AS20,L,CAT-F
SCHLEICHER,ASK-21Mi,AS21,L,CAT-F
SCHLEICHER,ASW-22BLE,AS22,L,CAT-F
SCHLEICHER,ASW-24TOP,AS24,L,CAT-F
SCHLEICHER,ASH-25E,AS25,L,CAT-F
SCHLEICHER,ASH-26E,AS26,L,CAT-F
SCHLEICHER,ASW-28E,AS28,L,CAT-F
SCHLEICHER,ASW-27-18E,AS29,L,CAT-F
FFA,AS-202-32TP Turbine,AS2T,L,CAT-F
SCHLEICHER,ASH-30Mi,AS30,L,CAT-F
SCHLEICHER,ASH-31Mi,AS31,L,CAT-F
STARCK,Holiday,AS80,L,CAT-F
VIDOR,Asso 4 Whisky,ASO4,L,CAT-F
TECNAM,Astore,ASTO,L,CAT-F
IAI,Gulfstream G100,ASTR,M,CAT-F
AIR TRACTOR,AT-250,AT2P,L,CAT-F
AIDC,Tzu-Chung,AT3,M,CAT-F
AIR TRACTOR,AT-301,AT3P,L,CAT-F
AIR TRACTOR,AT-302,AT3T,L,CAT-F
ATR,ATR-42-300,AT43,M,CAT-E
ATR,ATR-42-400,AT44,M,CAT-E
ATR,ATR-42-500,AT45,M,CAT-E
ATR,ATR-42-600,AT46,M,CAT-E
AIR TRACTOR,AT-501,AT5P,L,CAT-F
AIR TRACTOR,AT-503,AT5T,L,CAT-F
AIR TRACTOR,AT-602,AT6T,L,CAT-F
ATR,ATR-72-201,AT72,M,CAT-E
ATR,ATR-72-211,AT73,M,CAT-E
ATR,ATR-72-500,AT75,M,CAT-E
ATR,ATR-72-600,AT76,M,CAT-E
AIR TRACTOR,AT-802,AT8T,L/M,CAT-F
AIRCRAFT,Acro 1,ATAC,L,CAT-F
ATG,ATG-1 Javelin,ATG1,L,CAT-F
AIRCRAFT,Atlantis,ATIS,L,CAT-F
ROBIN,ATL,ATL,L,CAT-F
DASSAULT,1150 Atlantic,ATLA,M,CAT-D
BRITISH AEROSPACE,ATP,ATP,M,CAT-E
EURONEF,ATTL-1,ATTL,L,CAT-F
BEAGLE-AUSTER,Auster AOP11,AU11,L,CAT-F
AUSTER,Arrow,AUJ2,L,CAT-F
AUSTER,Archer,AUJ4,L,CAT-F
TAYLORCRAFT (2),E,AUS3,L,CAT-F
TAYLORCRAFT (2),Auster 4,AUS4,L,CAT-F
TAYLORCRAFT (2),Auster 5 Alpha,AUS5,L,CAT-F
TAYLORCRAFT (2),Auster AOP6,AUS6,L,CAT-F
AUSTER,Q,AUS7,L,CAT-F
AUSTER,B5,AUS9,L,CAT-F
NITSCHE,AVO-68 Samburo,AV68,L,CAT-F
YALO,Avid Flyer,AVID,L,CAT-F
AVRO,616 Avian,AVIN,L,CAT-F
AVTEK,400,AVK4,L,CAT-F
ROCKWELL,Lancer,B1,H,CAT-C
AKAFLIEG BERLIN,B-13,B13,L,CAT-F
NORTHERN,14 Cruisemaster,B14A,L,CAT-F
DOWNER,Bellanca 260,B14B,L,CAT-F
INTER-AIR,14 Bellanca 260B,B14C,L,CAT-F
BOEING,B-17 Flying Fortress,B17,M,CAT-E
VOLPAR,Turboliner,B18T,L,CAT-F
BEECH,1900,B190,M,CAT-F
NORTHROP,Spirit,B2,H,Special
MESSERSCHMITT-,Monsun,B209,L,CAT-F
DOUGLAS,B-23 Dragon,B23,M,CAT-F
CONVAIR,Liberator,B24,M,CAT-D
NORTH AMERICAN,Mitchell,B25,M,CAT-E
ON MARK,Marketeer,B26,M,CAT-E
MARTIN,179 Marauder,B26M,M,CAT-E
BOEING,B-29 Superfortress,B29,M,CAT-D
RAYTHEON,300 (B300) Super King,B350,M,CAT-F
YAKOVLEV AIRCRAFT,Bear 360,B360,L,CAT-F
TRADEWIND,Prop-Jet Bonanza,B36T,L,CAT-F
BOEING,737 MAX -7,B37M,M,CAT-D
BOEING,737 MAX -8,B38M,M,CAT-D
BOEING,737 MAX -9,B39M,M,CAT-D
BOEING,737 MAX 10,B3XM,M,CAT-D
BRITISH AEROSPACE,BAe-146-100,B461,M,CAT-E
BRITISH AEROSPACE,BAe-146-300,B463,M,CAT-E
BOEING,B-52 Stratofortress,B52,H,Special
BEECH,Baron (58TC),B58T,L,CAT-F
BOISAVIA,B-604 Mercurey,B60,L,CAT-F
NORTHWEST TURBINE,Royal Turbine Duke,B60T,L,CAT-F
BOEING,707-100,B701,M,CAT-C
BOEING,707-300,B703,H,CAT-C
BOEING,717-200,B712,M,CAT-E
BOEING,720,B720,M,CAT-C
BOEING,727-100,B721,M,CAT-D
BOEING,727-200,B722,M,CAT-D
BOEING,737-200,B732,M,CAT-E
BOEING,737-300,B733,M,CAT-E
BOEING,737-400,B734,M,CAT-E
BOEING,737-500,B735,M,CAT-E
BOEING,737-600,B736,M,CAT-D
BOEING,737-700,B737,M,CAT-D
BOEING,737-800B,B738,M,CAT-D
BOEING,737-900,B739,M,CAT-D
BOEING,747-100,B741,H,CAT-B
BOEING,747-200,B742,H,CAT-B
BOEING,747-300,B743,H,CAT-B
BOEING,747-400,B744,H,CAT-B
BOEING,747-8,B748,H,CAT-B
BOEING,747SR,B74R,H,CAT-B
BOEING,747SP,B74S,H,CAT-B
BOEING,757-200,B752,M,CAT-C
BOEING,757-300,B753,M,CAT-C
BOEING,767-200,B762,H,CAT-C
BOEING,767-300,B763,H,CAT-C
BOEING,767-400,B764,H,CAT-C
BOEING,777-200ER,B772,H,CAT-B
BOEING,777-300,B773,H,CAT-B
BOEING,777-8,B778,H,CAT-B
BOEING,777-9,B779,H,CAT-B
BOEING,777-200LR,B77L,H,CAT-B
BOEING,777-300ER,B77W,H,CAT-B
BOEING,787-8 Dreamliner,B788,H,CAT-B
BOEING,787-9 Dreamliner,B789,H,CAT-B
BOEING,787-10 Dreamliner,B78X,H,CAT-B
BRITISH AEROSPACE,One-Eleven,BA11,M,CAT-E
BARR,BarrSix,BAR6,L,CAT-F
JEFFAIR,Barracuda,BARC,L,CAT-F
BEAGLE-AUSTER,B-206,BASS,L,CAT-F
BRADLEY,BA-100 Aerobat,BBAT,L,CAT-F
HOVEY,Beta Bird,BBIR,L,CAT-F
BUHL,Sport Airsedan,BCA3,L,CAT-F
GRUMMAN,Bearcat,BCAT,L,CAT-F
AIRBUS,A-220-100,BCS1,M,CAT-D
AIRBUS,A-220-300,BCS3,M,CAT-D
PEREGRINE,PJ-3 Falcon,BD10,L,CAT-F
BEDE,BD-12,BD12,L,CAT-F
BEDE,BD-17 Nuggett,BD17,L,CAT-F
TENNESSEE VALLEY,BD-4,BD4,L,CAT-F
BEDE,BD-5B Micro,BD5,L,CAT-F
BEDE,Micro (BD-5J),BD5J,L,CAT-F
BEDE,Micro (BD-5TP),BD5T,L,CAT-F
SCOTTISH AVIATION,Bulldog,BDOG,L,CAT-F
BEECH,100 King Air,BE10,L,CAT-F
BEECH,17 Staggerwing,BE17,L,CAT-F
BEECH,18,BE18,L,CAT-F
BEECH,19 Musketeer Sport,BE19,L,CAT-F
BEECH,200 Super King Air,BE20,M,CAT-F
BEECH,23 Sundowner,BE23,L,CAT-F
BEECH,24 Musketeer Super,BE24,L,CAT-F
BEECH,300 Super King Air,BE30,L,CAT-F
BERIEV,Be-30,BE32,M,CAT-F
BEECH,Bonanza (33),BE33,L,CAT-F
COLEMILL,Starfire Bonanza 35,BE35,L,CAT-F
BEECH,Bonanza 36,BE36,L,CAT-F
BEECH,400 Beechjet,BE40,M,CAT-F
BEECH,400XPR,BE4W,M,CAT-F
BEECH,50 Twin Bonanza,BE50,L,CAT-F
BEECH,55 Baron,BE55,L,CAT-F
BEECH,56 Turbo Baron,BE56,L,CAT-F
BEECH,58 Baron,BE58,L,CAT-F
BEECH,60 Duke,BE60,L,CAT-F
BEECH,65 Queen Air,BE65,L,CAT-F
BEECH,70 Queen Air,BE70,L,CAT-F
BEECH,76 Duchess,BE76,L,CAT-F
BEECH,77 Skipper,BE77,L,CAT-F
BEECH,80 Queen Air,BE80,L,CAT-F
BEECH,88 Queen Air,BE88,L,CAT-F
BEECH,95 Travel Air,BE95,L,CAT-F
BEECH,99 Airliner,BE99,L,CAT-F
BEECH,90 King Air,BE9L,L,CAT-F
BEECH,90 (F90) King Air,BE9T,L,CAT-F
R & B,Bearhawk,BEAR,L,CAT-F
SHORT,SC-5 Belfast,BELF,M,CAT-C
ROLLASON,Beta,BETA,L,CAT-F
ASAP,Beaver,BEVR,L,CAT-F
PODESVA,Bf-109G-2,BF19,L,CAT-F
BRISTOL,Fighter,BFIT,L,CAT-F
PENA,Bilouis,BILO,L,CAT-F
EAA,Biplane,BIPL,L,CAT-F
TAYLOR (3),TA-3 Bird,BIRD,L,CAT-F
BOT AIRCRAFT,SC-07 Speed Cruiser,BISC,L,CAT-F
RENAISSANCE (1),Berkut,BKUT,L,CAT-F
BLERIOT,11,BL11,L,CAT-F
BELLANCA,17 Viking,BL17,L,CAT-F
BELLANCA,19 Skyrocket,BL19,L,CAT-F
CHAMPION,8 Decathlon,BL8,L,CAT-F
AMEUR,Altania,BLBU,L,CAT-F
BOEING,747-400LCF,BLCF,H,CAT-B
BRISTOL,149 Blenheim,BLEN,L,CAT-F
OLDFIELD,Baby Lakes,BLKS,L,CAT-F
MARANDA,BM-6 Lark,BM6,L,CAT-F
AAK,Bushman,BMAN,L,CAT-F
BRITTEN NORMAN,BN-2B Islander,BN2P,L,CAT-F
BRITTEN NORMAN,BN-2T Turbo Islander,BN2T,L,CAT-F
Boeing,40,BO40,L,CAT-F
STEEN,Skybolt,BOLT,L,CAT-F
RUTAN,Boomerang,BOOM,L,CAT-F
R & B,Bearhawk Patrol,BPAT,L,CAT-F
SCALED,367 BiPod,BPOD,L,CAT-F
BREGUET,14 Replica,BR14,L,CAT-F
BRUMBY,600,BR60,L,CAT-F
BRUMBY,610 Evolution,BR61,L,CAT-F
TECNAM,Bravo,BRAV,L,CAT-F
BREEZER,Breezer,BREZ,L,CAT-F
MAX HOLSTE,MH-1521 Broussard,BROU,L,CAT-F
BEECH-SFERMA,Marquis,BS60,L,CAT-F
CUSTOM FLIGHT,Bright Star,BSTR,L,CAT-F
RAYTHEON,Bonanza (B36TC),BT36,L,CAT-F
KIMBREL,Dormoy Bathtub,BTUB,L,CAT-F
BOEING,BTX-1,BT7,M,None
AIRCRAFT HYDRO-,Bushmaster 2000,BU20,L,CAT-F
SSH,T-131 Jungmann,BU31,L,CAT-F
DORNIER,Jungmeister,BU33,L,CAT-F
ZLIN,C-206,BU81,L,CAT-F
HAWKER SIDDELEY,Buccaneer,BUC,M,CAT-E
RAINBOW SKYREACH,BushCat,BUSH,L,CAT-F
BROKAW,Bullet,BULT,L,CAT-F
BRANDLI,Cherry,BX2,L,CAT-F
BLACKWING,BW-600,BW60,L,CAT-F
BLACKWING,BW-635,BW6T,L,CAT-F
CESSNA,402 (TURBINE),C02T,L,CAT-F
CESSNA,404 Turbo Titan,C04T,L,CAT-F
CESSNA,206 (TURBINE),C06T,L,CAT-F
CESSNA,207 (TURBINE),C07T,L,CAT-F
SOLOY,208 Dual-Pac Caravan,C08T,L,CAT-F
KAWASAKI,C-1,C1,M,CAT-E
INDAER CHILE,Aviojet,C101,L,CAT-F
CESSNA,P210 (turbine),C10T,L,CAT-F
FAIRCHILD (1),C-119 Flying Boxcar,C119,M,CAT-D
CESSNA,120,C120,L,CAT-F
FAIRCHILD (1),C-123 Provider,C123,M,CAT-D
NORTHROP,C-125 Raider,C125,M,CAT-E
LOCKHEED,C-130 Hercules,C130,M,CAT-D
BOEING,C-135 Stratolifter,C135,H,CAT-C
CESSNA,140,C140,L,CAT-F
LOCKHEED,C-141 Starlifter,C141,H,CAT-C
CESSNA,414 (Turbine),C14T,L,CAT-F
MCDONNELL,YC-15,C15,M,CAT-D
CESSNA,150,C150,L,CAT-F
CESSNA,152,C152,L,CAT-F
TRANSALL,C-160,C160,M,CAT-D
CESSNA,162 Skycatcher,C162,L,CAT-F
MCDONNELL,Globemaster 3,C17,H,CAT-C
CESSNA,170,C170,L,CAT-F
CESSNA,172,C172,L,CAT-F
CESSNA,175 Skylark,C175,L,CAT-F
CESSNA,177 Cardinal,C177,L,CAT-F
CESSNA,180 Skywagon 180,C180,L,CAT-F
CESSNA,182,C182,L,CAT-F
CESSNA,185 Skywagon,C185,L,CAT-F
CESSNA,188 AgPickup,C188,L,CAT-F
CESSNA,190,C190,L,CAT-F
CESSNA,195,C195,L,CAT-F
GRUMMAN,C-2 Greyhound,C2,M,CAT-E
CESSNA,205,C205,L,CAT-F
CESSNA,206 Super Skywagon,C206,L,CAT-F
CESSNA,207 Stationair,C207,L,CAT-F
CESSNA,208 Caravan 1,C208,L,CAT-F
CESSNA,210 Centurion,C210,L,CAT-F
CASA,C-212 Aviocar,C212,M,CAT-F
CESSNA,421 (Turbine),C21T,L,CAT-F
CAPRONI VIZZOLA,Ventura,C22J,L,CAT-F
CESSNA,T240 Corvalis TTx,C240,L,CAT-F
CESSNA,525A Citation CJ2,C25A,L,CAT-F
CESSNA,525B Citation CJ3,C25B,L,CAT-F
CESSNA,525C Citation CJ4,C25C,M,CAT-F
CESSNA,525 Citation M2,C25M,L,CAT-F
CAUDRON,C-272 Luciole,C270,L,CAT-F
ALENIA AERMACCHI,C-27J Spartan,C27J,M,CAT-E
CASA,C-295,C295,M,CAT-E
CESSNA,T303 Crusader,C303,L,CAT-F
CEA,CEA-309 Mehari,C309,L,CAT-F
LOCKHEED MARTIN,C-130J Hercules,C30J,M,CAT-D
CESSNA,Super 310,C310,L,CAT-F
CEA,CEA-311 Anequim,C311,L,CAT-F
CESSNA,320 Executive,C320,L,CAT-F
CESSNA,335,C335,L,CAT-F
CESSNA,336 Skymaster,C336,L,CAT-F
CESSNA,337 Super Skymaster,C337,L,CAT-F
CESSNA,340,C340,L,CAT-F
EKW,C-3605,C365,L,CAT-F
CESSNA,402,C402,L,CAT-F
CESSNA,404 Titan,C404,L,CAT-F
CESSNA,408 SkyCourier,C408,L,CAT-F
CESSNA,411,C411,L,CAT-F
CESSNA,414,C414,L,CAT-F
IKARUS,C-42 Bison,C42,L,CAT-F
CESSNA,421 Golden Eagle,C421,L,CAT-F
CESSNA,425 Corsair,C425,L,CAT-F
CESSNA,441 Conquest 2,C441,L,CAT-F
CURTISS,C-46 Commando,C46,M,CAT-D
CESSNA,Citation,C500,L,CAT-F
CESSNA,Citation 1SP,C501,L,CAT-F
CESSNA,510 Citation Mustang,C510,L,CAT-F
CESSNA,525 CitationJet,C525,L,CAT-F
CESSNA,526 CitationJet,C526,L,CAT-F
CESSNA,Citation 2,C550,L,CAT-F
CESSNA,Citation 2SP,C551,L,CAT-F
CESSNA,550B Citation Bravo,C55B,L,CAT-F
CESSNA,560 Citation 5,C560,M,CAT-F
CESSNA,560XL Citation Excel,C56X,M,CAT-F
LOCKHEED,C-5M Super Galaxy,C5M,H,TBC
CESSNA,650 Citation 6,C650,M,CAT-F
CESSNA,680 Citation Sovereign,C680,M,CAT-F
CESSNA,680A Citation Latitude,C68A,M,CAT-F
CESSNA,700 Citation Longitude,C700,M,CAT-E
CESSNA,172RG Cutlass RG,C72R,L,CAT-F
CESSNA,750 Citation 10,C750,M,CAT-E
CESSNA,177 Cardinal RG,C77R,L,CAT-F
FAIRCHILD (1),C-82 Packet,C82,M,CAT-F
CESSNA,182 Skylane RG,C82R,L,CAT-F
CESSNA,Turbo Skylane,C82S,L,CAT-F
CESSNA,TR182 Turbo Skylane,C82T,L,CAT-F
COMAC,C-919,C919,M,CAT-D
BOEING,C-97 Stratofreighter,C97,M,CAT-D
COMP AIR,CA-12 Comp Air 12,CA12,L,CAT-F
COMMONWEALTH (1),Boomerang,CA19,L,CAT-F
AEROCOMP,CA-10 Comp Air 10,CA1P,L,CAT-F
COMP AIR,CA-10XLT Comp Air,CA1T,L,CAT-F
COMMONWEALTH (1),Winjeel,CA25,L,CAT-F
COMP AIR,CA-3 Comp Air 3,CA3,L,CAT-F
COMP AIR,CA-4 Comp Monster,CA4,L,CAT-F
CORVUS,CA-41 Racer,CA41,L,CAT-F
COMP AIR,CA-6 Comp Air 6,CA6,L,CAT-F
CVJETKOVIC,Mini Ace,CA61,L,CAT-F
CVJETKOVIC,CA-65 Skyfly,CA65,L,CAT-F
COMP AIR,Comp Air 7P,CA7P,L,CAT-F
COMP AIR,Comp Air 7SLX,CA7T,L,CAT-F
COMP AIR,CA-8 Comp Air 8,CA8,L,CAT-F
COMP AIR,CA-9 Comp Air 9,CA9,L,CAT-F
UNIVERSAL,Carbon Bird,CABI,L,CAT-F
PARAMOUNT,Cabinaire,CABN,L,CAT-F
DELISLE,Cadi,CAD2,L,CAT-F
CLASS,Bush Caddy L-162,CAD4,L,CAT-F
COMP AIR,CA-J Comp Air Jet,CAJ,L,CAT-F
SOPWITH,Camel Replica,CAML,L,CAT-F
ST. CROIX,Pietenpol Aircamper,CAMP,L,CAT-F
CAMPANA,AN-4,CAN4,L,CAT-F
FLIGHTWORKS,Capella,CAPL,L,CAT-F
AEROCAR,Aerocar,CAR,L,CAT-F
AVIATION TRADERS,ATL-98 Carvair,CARV,M,CAT-D
NATIONAL,Cassutt 3M,CASS,L,CAT-F
CREATIVE FLIGHT,MPA Aerocat SR,CAT1,L,CAT-F
CREATIVE FLIGHT,MPA Aerocat TR,CAT2,L,CAT-F
CESSNA,AW,CAW,L,CAT-F
MAKELAN,Hatz Classic,CB1,L,CAT-F
CUB CRAFTERS,CC-19 XCub,CC19,L,CAT-F
CESSNA,DC-6,CDC6,L,CAT-F
CHILTON,DW-1,CDW1,L,CAT-F
CERVA,CE-43 Guepard,CE43,L,CAT-F
CELAIR,Eagle 300,CEGL,L,CAT-F
MIRAGE,Celerity,CELR,L,CAT-F
FOUND,Centennial,CENT,L,CAT-F
CAUDRON,G-3 Replica,CG3,L,CAT-F
AIDC,Chung-Tsing,CH1,L,CAT-F
ZENAIR,CH-100 Mono-Zénith,CH10,L,CAT-F
ZENAIR,CH-150 Acro-Zénith,CH15,L,CAT-F
ZENAIR,CH-180 Super Acro-Z,CH18,L,CAT-F
ZENAIR,CH-200 Zénith,CH20,L,CAT-F
ZENAIR,CH-250 Zénith,CH25,L,CAT-F
ZENAIR,CH-2000 Zénith,CH2T,L,CAT-F
ZENAIR,CH-300 Tri-Z,CH30,L,CAT-F
CHAMPION,Lancer,CH40,L,CAT-F
ZENAIR,CH-50 Mini-Z,CH50,L,CAT-F
ZENITH,CH-601 Super Zodiac,CH60,L,CAT-F
ZENITH,CH-620 Gemini,CH62,L,CAT-F
ZENITH,CH-640 Zodiac,CH64,L,CAT-F
AMD,CH-650 Zodiac,CH65,L,CAT-F
ZENITH,Stol (CH-701),CH70,L,CAT-F
AMD,CH-750 Stol,CH75,L,CAT-F
CHAMPION,7ECA Citabria,CH7A,L,CAT-F
CHAMPION,7KC Olympia,CH7B,L,CAT-F
ZENITH,CH-801 Stol,CH80,L,CAT-F
CADCOR,Chanute,CHAN,L,CAT-F
